timestamp,run_id,version,prompt,mode,title,figure_file,looks_correct,feedback
2026-04-16T18:34:10Z,32cee3a0-f4fe-492f-a58e-e3e9cb310b6f,bb14a67-dirty,Compare healthy vs cerebellar deficit vs bilateral vestibular loss on VOR in the dark,comparison,Healthy vs Cerebellar Deficit vs Bilateral Vestibular Loss — VOR in the Dark,D:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\32cee3a0-f4fe-492f-a58e-e3e9cb310b6f.png,,
2026-04-16T18:38:58Z,5e0a4840-8183-4bad-a9f5-5328a4b25eac,ef648fb-dirty,"OKN: 30 deg/s full-field scene motion for 20 s, then OKAN",single,OKN at 30 deg/s full-field scene motion (20 s) followed by OKAN,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\5e0a4840-8183-4bad-a9f5-5328a4b25eac.png,,
2026-04-16T19:09:22Z,10743023-e4e4-4450-828b-969674243b41,ef648fb-dirty,Compare healthy vs left vestibular neuritis on a rightward head impulse test,comparison,Healthy vs Left Vestibular Neuritis — Rightward vHIT,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\10743023-e4e4-4450-828b-969674243b41.png,,
2026-04-16T19:10:38Z,d1516745-c17e-4670-a184-e591bcc9e265,ef648fb-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\d1516745-c17e-4670-a184-e591bcc9e265.png,,
2026-04-16T20:51:44Z,9fc6ee1c-00a5-4698-a27d-af5a45eb63bf,ef648fb-dirty,Compare healthy vs left vestibular neuritis on a rightward head impulse test,comparison,Healthy vs Left Vestibular Neuritis — Rightward vHIT,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9fc6ee1c-00a5-4698-a27d-af5a45eb63bf.png,,
2026-04-16T21:52:17Z,7c062886-7e53-47fd-8c40-9d224e98ffef,ef648fb-dirty,make two saccades to the right and then one to the left,single,Two rightward saccades then one leftward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7c062886-7e53-47fd-8c40-9d224e98ffef.png,,
2026-04-16T22:28:26Z,ccf210c9-5406-44ff-9a5f-e056f84d769b,ef648fb-dirty,Left vestibular neuritis doing a head impulse test to the right,single,Left vestibular neuritis — rightward vHIT,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ccf210c9-5406-44ff-9a5f-e056f84d769b.png,,
2026-04-16T22:29:03Z,e7258135-70c9-4f26-bae5-d935ecddbce8,ef648fb-dirty,"Cerebellar gaze-holding deficit, gaze-evoked nystagmus at 15 degrees",single,"Cerebellar gaze-evoked nystagmus: gaze held at 15° right, short neural integrator TC",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\e7258135-70c9-4f26-bae5-d935ecddbce8.png,,
2026-04-16T22:29:46Z,0d09dfab-f517-4764-aac2-5bec6f945a66,ef648fb-dirty,Smooth pursuit of a 5 deg/s ramp target,single,Smooth pursuit of a 5 deg/s ramp target,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\0d09dfab-f517-4764-aac2-5bec6f945a66.png,,
2026-04-16T22:31:08Z,7f9571d8-4aa5-4936-a5a9-103e38f89287,ef648fb-dirty,track a target that jumps 5 deg to the left and then moves smoothly at 10 deg/sec to the right,single,"Saccade to 5° left target, then smooth pursuit at 10 deg/s rightward",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7f9571d8-4aa5-4936-a5a9-103e38f89287.png,,
2026-04-16T22:31:58Z,62ce00bb-0de3-49f9-abda-158bea415fe1,ef648fb-dirty,track a target that jumps 5 deg to the left and then moves smoothly at 25 deg/sec to the right,single,"Saccade to 5° left target, then smooth pursuit at 25 deg/s rightward",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\62ce00bb-0de3-49f9-abda-158bea415fe1.png,,
2026-04-16T22:33:08Z,63a110d8-dd60-4b2d-9e67-effedea4d73c,ef648fb-dirty,simulate free viewing while walking,single,Free viewing while walking: multi-axis VOR stabilisation during natural gait,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\63a110d8-dd60-4b2d-9e67-effedea4d73c.png,,
2026-04-16T22:34:07Z,803fc399-2fec-4b75-8728-0e26b39dc868,ef648fb-dirty,track a target that jumps 5 deg to the left and then immediately moves smoothly at 25 deg/sec to the right,single,Saccade 5° left then immediate smooth pursuit 25 deg/s rightward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\803fc399-2fec-4b75-8728-0e26b39dc868.png,,
2026-04-16T22:34:32Z,512d3815-0d4b-4917-95f0-c6bc5c65183a,ef648fb-dirty,"simulate free viewing while walking, looking at different things",single,Free viewing while walking — rhythmic head oscillation with voluntary gaze shifts to different targets,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\512d3815-0d4b-4917-95f0-c6bc5c65183a.png,,
2026-04-16T22:34:39Z,797ba4f6-5812-4759-96ff-cf58b9fb5888,ef648fb-dirty,track a target that jumps 5 deg to the left and then immediately moves smoothly at 30 deg/sec to the right,single,Saccade 5° left then immediate smooth pursuit 30 deg/s rightward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\797ba4f6-5812-4759-96ff-cf58b9fb5888.png,,
2026-04-16T22:35:00Z,2084df5c-fcb6-454b-b338-e76e8bbd8814,ef648fb-dirty,track a target that jumps 5 deg to the left and then immediately moves smoothly at 35 deg/sec to the right,single,Saccade to 5° left target then smooth pursuit at 35 deg/s rightward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\2084df5c-fcb6-454b-b338-e76e8bbd8814.png,,
2026-04-16T22:35:36Z,d55038df-9ec3-4a83-a358-599e3c5483f9,ef648fb-dirty,track a target that jumps 5 deg to the left and then immediately moves smoothly at 50 deg/sec to the right,single,Saccade 5° left then immediate smooth pursuit 50 deg/s rightward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\d55038df-9ec3-4a83-a358-599e3c5483f9.png,,
2026-04-16T22:37:06Z,ff269a6e-40b5-4482-8408-604e0041c63f,ef648fb-dirty,track a target that jumps 4 deg to the left and then immediately moves smoothly at 50 deg/sec to the right,single,Saccade 4° left then immediate smooth pursuit at 50 deg/s rightward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ff269a6e-40b5-4482-8408-604e0041c63f.png,,
2026-04-17T13:45:35Z,78bcdebe-2b1e-48f3-9e62-b0fcd57f9190,cbf30f9,Cover test of eso patient,single,"Cover test — esophoria patient (8° esophoria, right eye covered 3–18 s)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\78bcdebe-2b1e-48f3-9e62-b0fcd57f9190.png,,
2026-04-17T13:46:59Z,3cfcf368-c1da-4a06-9da8-f1aacde4d1f9,cbf30f9,saccade between two points aligned in front of the right eye near and far,single,Saccade between near (0.5 m) and far (2 m) targets aligned straight ahead of the right eye — vergence + saccade interaction,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\3cfcf368-c1da-4a06-9da8-f1aacde4d1f9.png,,
2026-04-17T13:47:34Z,6e108436-3486-4c4e-823b-b1dab80548f1,cbf30f9,"OKN: 30 deg/s full-field scene motion for 20 s, then OKAN",single,OKN at 30 deg/s full-field scene motion (20 s) followed by OKAN (40 s decay in darkness),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\6e108436-3486-4c4e-823b-b1dab80548f1.png,,
2026-04-17T14:38:50Z,9d6ac264-7cae-43cb-a458-b55275ff24ed,2a81269,alternating cover test of eso patient about 5 switches,single,"Alternating cover test — esophoric patient (~5 switches, each eye covered in turn)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9d6ac264-7cae-43cb-a458-b55275ff24ed.png,,
2026-04-17T16:20:57Z,c8569484-1cfc-4fb0-9fd5-ab1c7101e9b4,2a81269-dirty,alternate cover test in patient with eso vs a patient with exo,comparison,Alternate Cover Test: Esophoria vs Exophoria,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\c8569484-1cfc-4fb0-9fd5-ab1c7101e9b4.png,,
2026-04-17T16:22:32Z,8b4804ed-57fb-4b86-b38b-e5bd4652e65f,2a81269-dirty,alternate cover test in patient with eso vs a patient with exo show left right eye position and vergence,comparison,Alternate Cover Test — Esophoria vs Exophoria,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\8b4804ed-57fb-4b86-b38b-e5bd4652e65f.png,,
2026-04-17T16:25:23Z,88b14fc9-05f9-4d14-a115-05d0ccf7f4d1,2a81269-dirty,Smooth pursuit of a 20 deg/s ramp target,single,Smooth pursuit of a 20 deg/s rightward ramp target,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\88b14fc9-05f9-4d14-a115-05d0ccf7f4d1.png,,
2026-04-17T16:30:08Z,25814122-90ca-414e-a964-43d3bbe52736,2a81269-dirty,"OKN: 30 deg/s full-field scene motion for 20 s, then OKAN",single,OKN at 30 deg/s full-field scene motion (20 s) followed by OKAN in darkness,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\25814122-90ca-414e-a964-43d3bbe52736.png,,
2026-04-17T16:34:12Z,75b82a96-ae92-413f-a1d0-bde6cf956d90,2a81269-dirty,"OKN: 30 deg/s full-field scene motion for 20 s, then no motion",single,"OKN: 30 deg/s full-field scene motion for 20 s, then OKAN decay (40 s stationary)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\75b82a96-ae92-413f-a1d0-bde6cf956d90.png,,
2026-04-17T17:52:14Z,36681820-5eb4-42b2-a8f0-ab4cb13d3bcb,2a81269-dirty,random saccades like is someone is exploring a visual scene,single,Random exploratory saccades across a visual scene,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\36681820-5eb4-42b2-a8f0-ab4cb13d3bcb.png,,
2026-04-17T18:02:43Z,ed1f60aa-6101-4a2b-8e47-0f577975749c,2a81269-dirty,random saccades like is someone is exploring a visual scene. Sometimes looking far sometimes near while walking forward,single,Natural visual exploration: random saccades to near/far targets while walking forward,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ed1f60aa-6101-4a2b-8e47-0f577975749c.png,,
2026-04-17T18:07:42Z,4260b82b-723b-4464-b6b3-1e67440f1a36,2a81269-dirty,"random saccades like is someone is exploring a visual scene. Sometimes looking far sometimes near while walking forward, tilt the head down to look at the floor",single,"Random exploratory saccades — near/far targets, walking forward, head tilted down to scan floor",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4260b82b-723b-4464-b6b3-1e67440f1a36.png,,
2026-04-17T18:08:35Z,1939bd25-2beb-4977-ae1b-a029da695da3,2a81269-dirty,mix of saccades and vergence,single,Mixed saccade and vergence: target steps right 15° and jumps from 2 m to 0.5 m (convergence demand),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\1939bd25-2beb-4977-ae1b-a029da695da3.png,,
2026-04-17T18:12:48Z,560b3650-530a-45f8-b138-03b9b6c8b9b5,2a81269-dirty,sequence of gaze switches from near and far,single,Sequence of gaze switches between near (0.5 m) and far (3 m) targets — vergence + saccades,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\560b3650-530a-45f8-b138-03b9b6c8b9b5.png,,
2026-04-17T18:14:08Z,102980eb-5d23-4d18-88f7-7c046e7ef857,2a81269-dirty,sinusoidal vor of healthy vs neuritis patient,comparison,Sinusoidal VOR — Healthy vs Left Vestibular Neuritis,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\102980eb-5d23-4d18-88f7-7c046e7ef857.png,,
2026-04-17T18:15:36Z,7e3f8674-661e-4295-a9ab-9eb65f0e54b6,2a81269-dirty,sinusoidal vor of healthy vs neuritis patient. start stationary move for a while then stop.,comparison,Sinusoidal VOR: Healthy vs Left Vestibular Neuritis,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\7e3f8674-661e-4295-a9ab-9eb65f0e54b6.png,,
2026-04-17T18:16:20Z,b9eec453-7839-49b5-9d06-c61b4d580505,2a81269-dirty,sinusoidal vor of healthy vs neuritis patient. start stationary move for a while then stop all in the dark,comparison,Sinusoidal VOR in the Dark — Healthy vs Left Neuritis,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b9eec453-7839-49b5-9d06-c61b4d580505.png,,
2026-04-17T20:25:41Z,ff003f39-d1f8-4290-a926-a53594234a4d,2a81269-dirty,normal fixational eye movements,single,"Normal fixational eye movements — microsaccades, drift, and tremor during steady gaze on a stationary target",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ff003f39-d1f8-4290-a926-a53594234a4d.png,,
2026-04-17T21:09:26Z,4eec367c-71ed-43ba-9316-b06fe5187556,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4eec367c-71ed-43ba-9316-b06fe5187556.png,,
2026-04-17T21:10:02Z,63293916-ae38-4f29-a152-7671ae5f1872,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\63293916-ae38-4f29-a152-7671ae5f1872.png,,
2026-04-17T21:12:15Z,b2cb46aa-8cef-40e9-80dd-41d0a4f3e1e9,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b2cb46aa-8cef-40e9-80dd-41d0a4f3e1e9.png,,
2026-04-17T21:19:02Z,ed7619e9-3ae6-4960-b5d2-1ebedd23a500,7730f99-dirty,Smooth pursuit of a 20 deg/s ramp target,single,Smooth pursuit of a 20 deg/s rightward ramp target,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\ed7619e9-3ae6-4960-b5d2-1ebedd23a500.png,,
2026-04-17T21:22:19Z,a6a83a1b-a30b-4393-ba71-d49460402587,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\a6a83a1b-a30b-4393-ba71-d49460402587.png,,
2026-04-17T21:22:57Z,6f07c7e2-6253-467c-9db1-5707af6e6e19,7730f99-dirty,sinusoidal VOR,single,"Sinusoidal VOR in the dark — 0.5 Hz, 30 deg/s peak, healthy subject",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\6f07c7e2-6253-467c-9db1-5707af6e6e19.png,,
2026-04-17T21:24:11Z,619622d2-04a4-4d9e-9ad7-575ddebb3395,7730f99-dirty,sinusoidal vor,single,"Sinusoidal VOR in the dark at 0.5 Hz, ±30 deg/s",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\619622d2-04a4-4d9e-9ad7-575ddebb3395.png,,
2026-04-17T21:25:08Z,c6b2cd37-1156-410e-b9de-b8344ff33281,7730f99-dirty,sinusoidal vor in the dark,single,"Sinusoidal VOR in the dark — 0.5 Hz, 30 deg/s peak, healthy subject",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\c6b2cd37-1156-410e-b9de-b8344ff33281.png,,
2026-04-17T21:25:56Z,0adc5211-b013-4b48-9b4b-5ec50a4af1bb,7730f99-dirty,sinusoidal vor,single,"Sinusoidal VOR in the dark — 0.5 Hz, ±30 deg/s head rotation",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\0adc5211-b013-4b48-9b4b-5ec50a4af1bb.png,,
2026-04-17T21:26:52Z,bb33d414-ff63-45de-af8a-c9cd16b224cd,7730f99-dirty,sinusoidal vor,single,"Sinusoidal VOR in the dark at 0.5 Hz, ±30 deg/s",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\bb33d414-ff63-45de-af8a-c9cd16b224cd.png,,
2026-04-17T21:28:37Z,2db0486e-093c-4195-bb2e-78d2ae804444,7730f99-dirty,"alternating cover test, 5 repetitions large eso",single,"Alternating cover test — 5 repetitions, large esophoria (15°)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\2db0486e-093c-4195-bb2e-78d2ae804444.png,,
2026-04-17T21:30:15Z,02d6c775-6045-4820-af2b-6f8d82439d0e,7730f99-dirty,"alternating cover test, 5 repetitions large eso",single,"Alternating cover test — 5 repetitions, large esophoria (15°)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\02d6c775-6045-4820-af2b-6f8d82439d0e.png,,
2026-04-17T21:36:18Z,1d51685d-8d3f-4794-8ebe-fa8eb7513a27,7730f99-dirty,two saccades to the left and one to the right then some smooth pursuit,single,"Two leftward saccades, one rightward saccade, then smooth pursuit to the right",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\1d51685d-8d3f-4794-8ebe-fa8eb7513a27.png,,
2026-04-17T21:37:38Z,39a60f10-d041-48c5-a51c-87e03d4770c5,7730f99-dirty,ovar,single,"Off-Vertical Axis Rotation (OVAR): constant yaw 60 deg/s, head pitched 20° off vertical, darkness — otolith-driven bias nystagmus with sinusoidal modulation",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\39a60f10-d041-48c5-a51c-87e03d4770c5.png,,
2026-04-17T21:42:30Z,b49d96c6-192e-49b4-9592-4d2b513db759,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\b49d96c6-192e-49b4-9592-4d2b513db759.png,,
2026-04-17T21:51:17Z,f7767b23-3e95-4e1d-8aae-9e91997dc9d9,7730f99-dirty,okn,single,"Optokinetic nystagmus (OKN) at 30 deg/s for 20 s, followed by OKAN for 40 s",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\f7767b23-3e95-4e1d-8aae-9e91997dc9d9.png,,
2026-04-17T21:52:09Z,bea14d77-f72a-4b5e-a77a-b54c429a0d07,7730f99-dirty,Smooth pursuit with no visual stimulus,single,Smooth pursuit attempt with no visual stimulus (pursuit in darkness),d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\bea14d77-f72a-4b5e-a77a-b54c429a0d07.png,,
2026-04-17T21:52:34Z,54480929-25ab-4440-9900-842cabd9d8df,7730f99-dirty,Healthy 20° saccade to the right,single,Healthy 20° rightward saccade,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\54480929-25ab-4440-9900-842cabd9d8df.png,,
2026-04-17T21:53:22Z,9713aa19-1e0a-493f-8da3-0a9402177e71,7730f99-dirty,Smooth pursuit with no visual stimulus,single,"Smooth pursuit attempt with no visual stimulus (darkness, no target)",d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\9713aa19-1e0a-493f-8da3-0a9402177e71.png,,
2026-04-17T21:53:38Z,4f12ebc2-975c-42df-8831-4bee41857ad5,7730f99-dirty,Smooth pursuit,single,Smooth pursuit at 20 deg/s in a healthy subject,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\4f12ebc2-975c-42df-8831-4bee41857ad5.png,,
2026-04-17T21:54:09Z,76a8d4db-fd61-4193-9dfb-d35e3275a7cd,7730f99-dirty,Smooth pursuit vertically,single,Smooth pursuit — vertical upward target motion at 20 deg/s,d:\OneDrive\UC Berkeley\OMlab - JOM\Code\ClaudeOculomotorJax\outputs\server_figures\76a8d4db-fd61-4193-9dfb-d35e3275a7cd.png,,
